amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
7822.64,0,0,0,0,0,0,0,1,0
183628.15,0,0,388285.9,571914.05,0,1,0,0,0
694393.95,0,0,1181542.7,1875936.65,0,0,0,0,1
256810.14,2008281.02,2265091.15,269041.15,12231.01,0,0,0,0,0
67972.89,0,0,252062.06,320034.95,0,1,0,0,0
122840.49,8340979.99,8463820.48,614159.26,491318.77,0,0,0,0,0
205409.63,74904,0,298681.1,504090.73,0,1,0,0,0
1448343.39,0,0,7320978.07,8714606.85,0,0,0,0,1
114582.53,0,0,504032.11,938236.76,0,1,0,0,0
94556.65,1824,0,615884.29,710440.94,0,1,0,0,0
2898.76,0,0,0,0,0,0,0,1,0
1243.83,38,0,333899.98,335143.81,0,0,1,0,0
9825.64,69790.76,59965.12,0,0,0,0,0,1,0
177233.27,5135,0,0,177233.27,0,1,0,0,0
269998.1,14709,0,0,269998.1,0,1,0,0,0
166934.61,0,0,3770133.13,3937067.74,0,1,0,0,0
3482.04,0,0,0,0,0,0,0,1,0
35139.33,0,0,1653642.19,1688781.52,0,1,0,0,0
26931.47,72528,45596.53,8036993.38,8063924.85,0,1,0,0,0
354711.7,0,0,945690.19,1300401.89,0,1,0,0,0
255038.95,10959,265997.95,2176582.54,1921543.6,0,0,0,0,0
1106.17,33363.55,32257.38,0,0,0,0,0,1,0
1767.1,20339,18571.9,0,0,0,0,0,1,0
23560.37,41046.71,17486.34,43992.81,67553.19,0,1,0,0,0
200342.64,228123.07,428465.72,1312791.61,1112448.96,0,0,0,0,0
5368.77,38127.42,32758.64,0,0,0,0,0,1,0
79836.46,3170767.3,3250603.76,101676.79,21840.33,0,0,0,0,0
44150.29,3697076.28,3741226.56,7684171.35,7640021.06,0,0,0,0,0
394569.21,80241,474810.21,7290456.56,6895887.35,0,0,0,0,0
16318.47,29765,13446.53,0,0,0,0,0,1,0
168385.43,1741688.44,1910073.87,375286.38,206900.95,0,0,0,0,0
8104.99,7957.54,0,0,0,0,0,0,1,0
241332.54,2093,0,0,241332.54,0,1,0,0,0
7245.71,0,0,0,0,0,0,0,1,0
62484.7,166,0,0,62484.7,0,1,0,0,0
168320.79,148312,316632.79,758378.43,520716.23,0,0,0,0,0
15260.52,0,0,0,0,0,0,0,1,0
1553597.24,0,0,2987807.46,4541404.71,0,0,0,0,1
10561.56,29968,19406.44,0,0,0,0,0,1,0
7631.65,20302,12670.35,0,0,0,0,0,1,0
193865.05,0,0,429673.77,623538.82,0,1,0,0,0
6063.31,0,0,0,0,0,0,0,1,0
221781.45,100158,321939.45,100173.29,0,0,0,0,0,0
10448.97,301159.6,290710.63,0,0,0,0,0,1,0
6546.5,32067,25520.5,158168.79,523631.72,0,1,0,0,0
24735.59,30144.16,5408.58,0,0,0,0,0,1,0
11148.5,0,0,0,0,0,0,0,1,0
48521.56,0,0,76714.89,125236.44,0,1,0,0,0
2777.38,0,0,0,0,0,0,0,1,0
31973.88,185493.41,153519.53,0,0,0,0,0,1,0
7148.61,0,0,0,0,0,0,0,1,0
498033.52,101960,599993.52,10461584.44,9963550.91,0,0,0,0,0
78034.44,0,0,2498311.23,2658686.44,0,1,0,0,0
6454.25,39946,33491.75,0,0,0,0,0,1,0
5975.37,567,0,0,0,0,0,0,1,0
30963.34,0,0,384898.54,415861.88,0,1,0,0,0
308451.89,59984,0,1376296.5,1684748.39,0,1,0,0,0
31766.46,2489692.22,2521458.67,1887109.09,1855342.63,0,0,0,0,0
3458.62,7021,3562.38,0,0,0,0,0,1,0
342979.58,7192,350171.58,1576122.28,1233142.71,0,0,0,0,0
4498.41,1198,0,0,0,0,0,0,1,0
57682.59,97036.86,39354.27,2961883.73,3019566.31,0,1,0,0,0
148506.4,20484,0,0,148506.4,0,1,0,0,0
56532.14,15509,0,32955.27,89487.41,0,1,0,0,0
194316.88,366746,561062.88,41867.74,0,0,0,0,0,0
364001.94,143,364144.94,328816.63,0,0,0,0,0,0
179737.25,0,0,229562.48,409299.73,0,1,0,0,0
321736.1,25467,0,496266.37,818002.47,0,1,0,0,0
198552.36,0,0,1909578.5,2108130.86,0,1,0,0,0
193500.58,90959.53,0,829717.55,6023815.62,0,1,0,0,0
5296.95,0,0,0,0,0,0,0,1,0
261328.28,3440,0,97134.37,358462.65,0,1,0,0,0
6870.68,16543.63,9672.95,0,0,0,0,0,1,0
190403.9,599991,790394.9,15034.67,0,0,0,0,0,0
251625.56,1233206.12,1484831.69,1522323.25,1270697.69,0,0,0,0,0
102080.43,11017,0,0,102080.43,0,1,0,0,0
334476.75,9687046.66,10021523.41,1422293.93,2069558.11,0,0,0,0,0
249745.51,203873,0,0,249745.51,0,1,0,0,0
16722.7,13355,0,0,0,0,0,0,1,0
452496.72,79099,0,0,452496.72,0,0,0,0,1
54529.32,131408,76878.68,2214904.48,2269433.81,0,1,0,0,0
14902.53,35931,21028.47,0,0,0,0,0,1,0
272408.88,9075,0,129693.59,252311.73,0,1,0,0,0
283826.16,0,0,298188.53,582014.69,0,1,0,0,0
20167.11,51959,31791.89,0,0,0,0,0,1,0
50611.58,0,0,5852004.82,5902616.39,0,1,0,0,0
94556.76,0,0,2167597.25,2262154.01,0,1,0,0,0
147301.44,1687264.11,1834565.55,1060284.89,912983.46,0,0,0,0,0
723582.12,0,0,1214143.16,1937725.29,0,1,0,0,0
9022.19,0,0,0,0,0,0,0,1,0
36533.32,784099.8,747566.48,208007.69,244541.01,0,1,0,0,0
14388.85,100626.75,86237.9,0,0,0,0,0,1,0
516185.6,0,0,750388.74,1266574.33,0,1,0,0,0
49437.56,5876873.1,5926310.66,509488.28,697434.96,0,0,0,0,0
93499.17,547,0,0,93499.17,0,1,0,0,0
1218.71,45735,44516.29,0,0,0,0,0,1,0
15208.29,0,0,0,0,0,0,0,1,0
449174.35,49729,0,647377.57,1096551.92,0,1,0,0,0
206905.99,177,0,1153620.19,1360526.18,0,1,0,0,0
139938.86,319732.87,179794.01,61378.63,201317.49,0,1,0,0,0
136339.36,31210,167549.36,6600.26,0,0,0,0,0,0
14222.74,184355.28,170132.54,0,0,0,0,0,1,0
20554.81,12323,0,0,0,0,0,0,1,0
33054.03,10503,0,762976.75,796030.78,0,1,0,0,0
250075.99,0,0,381281.94,631357.93,0,1,0,0,0
1434.05,0,0,0,0,0,0,0,1,0
213263.15,0,0,289157.96,525350.56,0,1,0,0,0
417852.74,12886403.22,13304255.96,9393307.98,8975455.25,0,0,0,0,0
36699.85,2125,0,0,0,0,0,0,1,0
212516.55,21570,234086.55,0,0,0,0,0,0,0
34981.99,45072,10090.01,0,0,0,0,0,1,0
234558.28,22454,0,153132.65,387690.93,0,0,0,0,1
145619.42,2586194.09,2731813.51,199662.55,54043.13,0,0,0,0,0
350376.36,6000780.49,6351156.85,1220469.2,870092.83,0,0,0,0,0
897.94,1294.77,396.83,0,0,0,0,0,1,0
36652.88,5066,41718.88,444531.63,407878.75,0,0,0,0,0
48168.95,0,0,4591425.72,4639594.67,0,1,0,0,0
184974.96,25523,210497.96,457210.67,272235.71,0,0,0,0,0
102279.05,906047,803767.95,259431.65,361710.7,0,1,0,0,0
1083618.54,0,0,1370717.6,2454336.14,0,0,0,0,1
262612.44,21311,283923.44,38320.18,0,0,0,0,0,0
639921.12,0,0,29550701.88,30190623,0,0,0,0,1
7684.57,103094.49,95409.93,0,0,0,0,0,1,0
233197.71,899431.53,1132629.24,1920667.44,1687469.73,0,0,0,0,0
166419.26,0,0,3394419.87,3560839.13,0,1,0,0,0
11712.84,295662.93,283950.09,0,0,0,0,0,1,0
68076.2,52057,120133.2,1338194.9,1270118.7,0,0,0,0,0
76112.43,2674298.83,2750411.26,4681599.37,4605486.94,0,0,0,0,0
115232.13,1728264.53,1843496.66,1000965.77,885733.64,0,0,0,0,0
13027.11,1070,0,0,0,0,0,0,1,0
241548.18,2343944.76,2585492.94,453919.83,142566.15,0,0,0,0,0
42144.78,93359,51214.22,490732,532876.78,0,1,0,0,0
12036.6,0,0,0,0,0,0,0,1,0
2799.43,0,0,1037826.95,1040626.38,0,1,0,0,0
106218.11,101538.67,207756.78,4703394.65,4597176.54,0,0,0,0,0
148897.92,53,148950.92,4242042.7,4093144.78,0,0,0,0,0
11276.83,0,0,0,0,0,0,0,1,0
2946.89,0,0,7666276.21,7669223.1,0,0,1,0,0
71436.35,5133,76569.35,109548,0,0,0,0,0,0
306464.29,163514.69,469978.98,932434.27,625969.99,0,0,0,0,0
753861.84,188402.39,0,2012010.62,3113981.5,0,1,0,0,0
2663.08,0,0,0,0,0,0,0,1,0
1319979.42,0,0,1851834.25,3194369.64,0,0,0,0,1
303154.87,72708,0,204556.39,507711.26,0,0,0,0,1
15357.22,0,0,0,0,0,0,0,1,0
307528.68,484,308012.68,1409212.38,1101683.71,0,0,0,0,0
223760.37,747270.44,971030.81,2058177.95,1834417.57,0,0,0,0,0
98312.68,20752,0,0,98312.68,0,1,0,0,0
180633.56,36184717.49,36365351.05,380556.48,2043047.61,0,0,0,0,0
168081.69,0,0,5395297.43,5563379.12,0,1,0,0,0
115413.34,1431938.81,1547352.15,683777.2,568363.85,0,0,0,0,0
332,11097162.57,11097494.57,21547872.16,21547540.16,0,0,0,0,0
233356.75,10113958.48,10347315.23,13538066.61,13337046.43,0,0,0,0,0
15087.3,0,0,199919.07,215006.37,0,1,0,0,0
380184.07,0,0,2166924.83,2547108.89,0,1,0,0,0
3201.48,3958101.17,3961302.65,1493557.78,1490356.3,0,0,0,0,0
417030.98,0,0,876690.63,1293721.61,0,1,0,0,0
77919.76,7329821.63,7407741.38,181087.61,103167.85,0,0,0,0,0
68696.15,86174,17477.85,156530.34,225226.49,0,1,0,0,0
1173.39,271288.38,270114.99,0,0,0,0,0,1,0
17947.1,14801.75,0,0,0,0,0,0,1,0
2403.87,0,0,0,0,0,0,0,1,0
4154.83,53688,49533.17,0,0,0,0,0,1,0
14973.72,861991.48,847017.75,0,0,0,0,0,1,0
118572.21,0,0,123795.79,242368,0,1,0,0,0
678961.34,25168,0,1698383.27,2574885.32,0,0,0,0,1
1056.76,121168,120111.24,0,0,0,0,0,1,0
444579.54,0,0,810045.27,1031281.39,0,1,0,0,0
203703.04,282318,78614.96,192719.32,738335.46,0,1,0,0,0
121612.49,42405,0,1546386.9,1667999.39,0,1,0,0,0
161556.87,27480,189036.87,800512.12,638955.25,0,0,0,0,0
64471.07,0,0,306612.66,371083.73,0,1,0,0,0
335446.73,0,0,20184594.54,20520041.26,0,1,0,0,0
317184.69,0,0,12047133.03,12364317.71,0,1,0,0,0
530673.03,40077,0,0,530673.03,0,1,0,0,0
10095.65,317610,307514.35,0,0,0,0,0,1,0
330264.24,217680.32,0,3036229.59,3366493.83,0,0,0,0,1
485702.42,0,0,4340352.61,5206373.69,0,0,0,0,1
2863.53,0,0,0,0,0,0,0,1,0
6508.55,23882.2,17373.65,0,0,0,0,0,1,0
443.63,0,0,0,0,0,0,0,1,0
6689.93,0,0,0,0,0,0,0,1,0
427583.01,12814566.06,13242149.07,4339960.28,3912377.27,0,0,0,0,0
6987.41,0,0,0,0,0,0,0,1,0
220052.28,103342,323394.28,0,0,0,0,0,0,0
21656.26,178752.08,200408.34,113296,19961.26,0,0,0,0,0
357375.79,549909,192533.21,1317101.55,1890003.59,0,1,0,0,0
99709.93,49980,149689.93,1441818.47,1342108.54,0,0,0,0,0
30856.44,99219,130075.44,0,0,0,0,0,0,0
2868.51,0,0,0,0,0,0,0,1,0
14609.31,91132.47,76523.15,0,0,0,0,0,1,0
345414.35,129803,475217.35,1748291.78,1402877.43,0,0,0,0,0
515409.12,105353,0,0,1689296.71,0,1,0,0,0
3605.02,303,0,0,0,0,0,0,1,0
49205.51,71704.06,22498.55,0,0,0,0,0,1,0
124087.46,261273.07,385360.53,1922880.6,1798793.14,0,0,0,0,0
245789.1,101,245890.1,71149.19,0,0,0,0,0,0
5691.67,600.91,0,0,0,0,0,0,1,0
40785.15,26018,0,0,0,0,0,0,1,0
15903.1,67955,52051.9,0,0,0,0,0,1,0
8776.14,61417,52640.86,0,0,0,0,0,1,0
7114.28,11330,4215.72,0,0,0,0,0,1,0
6230.04,0,0,0,0,0,0,0,1,0
416051.33,0,0,1993099.96,2409151.29,0,1,0,0,0
332543.58,42170,0,0,332543.58,0,1,0,0,0
76744.74,100568,23823.26,58389.13,135133.87,0,1,0,0,0
397.2,6831,6433.8,0,0,0,0,0,1,0
7443.12,73689,66245.88,0,0,0,0,0,1,0
8393.83,121639,113245.17,0,0,0,0,0,1,0
124690.66,15963924.77,16088615.43,351805.1,227114.44,0,0,0,0,0
303694.49,0,0,323863.99,627558.48,0,1,0,0,0
3925.9,105452,101526.1,0,0,0,0,0,1,0
2932.83,10356,7423.17,0,0,0,0,0,1,0
225662.83,43157,0,636189.86,861852.69,0,1,0,0,0
148312.15,158361.78,306673.93,759711.75,611399.6,0,0,0,0,0
49100.28,40920,0,0,0,0,0,0,1,0
1147.86,1639896.99,1641044.85,2420885.87,2419738.01,0,0,0,0,0
10221.48,0,0,0,0,0,0,0,1,0
3621.73,14939,11317.27,0,0,0,0,0,1,0
241421,0,0,316624.38,558045.38,0,1,0,0,0
23664.04,50163,26498.96,0,23664.04,0,0,0,0,1
245360.5,273,0,0,245360.5,0,1,0,0,0
66218.11,10765,0,1074220.83,1140438.94,0,1,0,0,0
150526.86,0,0,253258.82,403785.68,0,1,0,0,0
4095.48,0,0,0,0,0,0,0,1,0
583619.01,0,0,13386953.58,13970572.59,0,0,0,0,1
169629.43,15954437.63,16124067.06,279474.13,109844.69,0,0,0,0,0
222846.83,22408,0,1689045.53,1911892.36,0,1,0,0,0
170256.91,55758.28,226015.19,0,0,0,0,0,0,0
143590.72,0,0,464513.64,608104.37,0,0,0,0,1
120174.76,0,0,290960,411134.76,0,1,0,0,0
251915.71,1461385.9,1713301.61,1784516.61,1532600.9,0,0,0,0,0
119417.72,20259,0,705242.21,824659.92,0,1,0,0,0
210686.23,7313543.5,7524229.73,319203.6,108517.37,0,0,0,0,0
30843.01,24765.5,0,0,0,0,0,0,1,0
79197.65,0,0,122741.86,201939.51,0,1,0,0,0
8667.05,72357.85,63690.8,0,0,0,0,0,1,0
24035.54,0,0,0,0,0,0,0,1,0
275218.75,2557,0,1357147.14,1632365.89,0,1,0,0,0
55148.26,22769,0,641274.95,696423.21,0,1,0,0,0
221398.39,0,0,1100451.38,1321849.77,0,1,0,0,0
10983.6,922,0,0,0,0,0,0,1,0
48776.93,51423,2646.07,505245.8,554022.73,0,0,0,0,1
102148.93,62146,164294.93,2494028.45,2391879.52,0,0,0,0,0
570.67,183397.54,182826.88,0,0,0,0,0,1,0
442482.12,114,0,0,442482.12,0,1,0,0,0
425666.34,0,0,2071519.38,2497185.72,0,1,0,0,0
188998.36,5824601.11,6013599.47,3196165.73,3007167.36,0,0,0,0,0
448.67,30141,29692.33,0,0,0,0,0,1,0
307577.41,121696,0,84666.61,392244.02,0,1,0,0,0
42934.28,124070.33,167004.61,2500810.52,2457876.24,0,0,0,0,0
318919.49,102425,0,2358345.11,2677264.6,0,1,0,0,0
114597.96,20833,135430.96,760871.06,452543.32,0,0,0,0,0
3799.46,288,0,0,0,0,0,0,1,0
203645.74,41395,0,514173.5,717819.24,0,1,0,0,0
55780.53,0,0,225628.44,281408.97,0,1,0,0,0
180096.66,0,0,561261.38,741358.05,0,1,0,0,0
10404.33,16442,6037.67,732836.1,743240.43,0,1,0,0,0
52183.52,10435,0,62662.58,114846.1,0,1,0,0,0
239960.77,21222,0,5379109.34,5619070.11,0,1,0,0,0
7804.8,0,0,0,0,0,0,0,1,0
69442.71,0,0,427307.71,496750.42,0,1,0,0,0
157556.6,314,0,387782.39,545339,0,1,0,0,0
13059.82,898490.37,885430.55,0,0,0,0,0,1,0
280682.53,9436,0,0,280682.53,0,1,0,0,0
1833210.54,166,0,0,1833210.54,0,0,0,0,1
245520.22,10835713.99,11081234.21,1042274.71,796754.49,0,0,0,0,0
11297.51,515111.28,503813.78,0,0,0,0,0,1,0
8094.8,11215,3120.2,3790345.28,3982672.4,0,1,0,0,0
169701.33,0,0,1586653.14,1764628.51,0,1,0,0,0
174443.05,0,0,3169418.28,3480775.63,0,1,0,0,0
2951.09,18491,15539.91,0,0,0,0,0,1,0
3070.11,278,0,0,0,0,0,0,1,0
25272.41,0,0,0,0,0,0,0,1,0
299669.97,22411,0,4785320.53,5084990.5,0,1,0,0,0
902359.11,0,0,5524385.99,6426745.1,0,0,0,0,1
115694.55,214060,98365.45,2642657.73,2758352.28,0,1,0,0,0
42408.9,38710.94,0,0,0,0,0,0,1,0
9006.21,408291.28,399285.07,0,0,0,0,0,1,0
9674.98,0,0,0,0,0,0,0,1,0
205726.33,6549713.06,6755439.4,300028.37,94302.04,0,0,0,0,0
1978.6,0,0,0,0,0,0,0,1,0
43097.67,198178,155080.33,0,0,0,0,0,1,0
17505.75,98659,81153.25,0,0,0,0,0,1,0
371358.54,0,0,1399928.56,1797818.12,0,1,0,0,0
78175.78,3146304.03,3224479.82,90797,12621.22,0,0,0,0,0
115099.59,133383,18283.41,455236.23,433391.02,0,1,0,0,0
308558.64,72236,380794.64,0,0,0,0,0,0,0
83372.76,245669.99,329042.75,760724.54,677351.78,0,0,0,0,0
2127.42,0,0,0,0,0,0,0,1,0
449276.36,15558.41,0,281.71,449558.06,0,1,0,0,0
24259.45,9993,0,0,0,0,0,0,1,0
3139.97,102076,98936.03,0,0,0,0,0,1,0
172494.83,3698817.09,3871311.92,475316.61,302821.78,0,0,0,0,0
19332.23,0,0,0,0,0,0,0,1,0
81838.4,31701,0,0,81838.4,0,1,0,0,0
177746.3,10929,0,1039060.17,1216806.47,0,1,0,0,0
27051.41,0,0,0,0,0,0,0,1,0
193789.37,1492,0,2699366.71,2893156.08,0,1,0,0,0
156247.38,0,0,1322015.2,1430585.94,0,1,0,0,0
313636.27,245774.03,0,1325801.41,1639437.68,0,1,0,0,0
226656.59,331124.63,104468.04,4017083.61,4243740.2,0,1,0,0,0
4072.28,20025,15952.72,0,0,0,0,0,1,0
10399.92,0,0,0,0,0,0,0,1,0
4612.38,22143,17530.62,0,0,0,0,0,1,0
129253.51,247724.7,376978.21,2432698.07,2303444.56,0,0,0,0,0
344596.59,2060729.93,2405326.52,1544208.53,1199611.94,0,0,0,0,0
12931.82,21039,8107.18,0,0,0,0,0,1,0
187039.15,262923.22,75884.07,275942.78,1749009.75,0,1,0,0,0
28155.3,30831,2675.7,0,0,0,0,0,1,0
2216.83,21322,19105.17,0,0,0,0,0,1,0
277940.91,5817774.19,6095715.1,5631676.04,5658351.4,0,0,0,0,0
122558.4,810241.03,932799.44,163545.18,40986.77,0,0,0,0,0
435550.01,0,0,1464898.91,1900448.93,0,1,0,0,0
56777.16,79242,22464.84,500495.66,557272.83,0,1,0,0,0
461532.41,13467715.17,13929247.58,463212.1,1679.68,0,0,0,0,0
358821.4,393597.64,34776.24,421931.55,780752.95,0,0,0,0,1
185105.88,9840621.3,10025727.18,816505.9,631400.02,0,0,0,0,0
5287.88,128511.34,123223.46,0,0,0,0,0,1,0
214788.93,0,0,2121644.51,2166530.62,0,1,0,0,0
98865.1,0,0,213074.17,311939.27,0,1,0,0,0
172475.05,0,0,404010.27,576485.32,0,1,0,0,0
85896.36,0,0,3479520.94,3565417.3,0,1,0,0,0
281365.25,2481804.47,2763169.73,1509795.18,1228429.93,0,0,0,0,0
314682.57,1174,315856.57,287605.04,0,0,0,0,0,0
165246.82,385,165631.82,0,0,0,0,0,0,0
188550.42,99170,0,109136.37,297686.79,0,1,0,0,0
355064.72,22538,377602.72,0,0,0,0,0,0,0
137244.54,2904331.23,3041575.76,1796052.63,1658808.09,0,0,0,0,0
1557162.61,371894,0,0,1557162.61,0,0,0,0,1
279498.5,24434,303932.5,1391626.83,1112128.33,0,0,0,0,0
214440.1,1644,216084.1,4127464.78,3913024.68,0,0,0,0,0
1389.64,49548,48158.36,0,0,0,0,0,1,0
418336.99,0,0,12269091.52,12687428.51,0,0,0,0,1
50088.61,0,0,1398113.34,1448201.95,0,1,0,0,0
213371.78,207038.88,0,495474.4,708846.18,0,1,0,0,0
22730.09,9349,0,0,0,0,0,0,1,0
197006.12,0,0,602406.96,799413.08,0,1,0,0,0
441302.22,103147,0,298788.36,740090.58,0,0,0,0,1
1775.97,63553.99,61778.02,0,0,0,0,0,1,0
9751.35,0,0,0,0,0,0,0,1,0
588860.4,0,0,12868835.34,13457695.74,0,0,0,0,1
77860.26,20123,97983.26,2509620.13,2431759.86,0,0,0,0,0
2575.42,42079,39503.58,0,0,0,0,0,1,0
12214.42,0,0,0,0,0,0,0,1,0
199683.36,782396.49,982079.85,7174943.17,6678444.14,0,0,0,0,0
393830.03,36415,0,26718,420548.03,0,1,0,0,0
10997.37,11125,127.63,0,0,0,0,0,1,0
26733.3,0,0,0,0,0,0,0,1,0
39509.89,4798,0,0,39509.89,0,1,0,0,0
47903.46,84839,36935.54,0,47903.46,0,1,0,0,0
518688.67,0,0,715431.11,1234119.78,0,1,0,0,0
284593.65,2097,0,251348,535941.65,0,0,0,0,1
308129.98,0,0,310991.76,619121.74,0,1,0,0,0
197530.42,3449897.52,3647427.95,2507871.92,2316818.96,0,0,0,0,0
665555.93,0,0,1788542.92,2454098.84,0,1,0,0,0
44231.03,35240,0,0,44231.03,0,1,0,0,0
11215.24,115707,104491.76,0,0,0,0,0,1,0
762801.63,11541,0,767589.04,1530390.68,0,0,0,0,1
9450.29,80231,70780.71,0,0,0,0,0,1,0
34228.2,11101,45329.2,93359.62,59131.42,0,0,0,0,0
5117.17,257742,252624.83,0,0,0,0,0,1,0
16617.65,0,0,0,0,0,0,0,1,0
201725.12,695588.65,897313.77,2295578.98,2093853.86,0,0,0,0,0
26248.27,0,0,0,0,0,0,0,1,0
4618.37,0,0,0,0,0,0,0,1,0
148113.12,0,0,1817782.92,1965896.03,0,1,0,0,0
62173.93,0,0,1223818.33,1842410.62,0,1,0,0,0
35453.65,11970926.34,12006379.99,109543.54,74089.88,0,0,0,0,0
41439.84,711188.75,669748.91,4130801.53,4172241.37,0,1,0,0,0
481760.75,110,0,0,481760.75,0,1,0,0,0
35664.46,0,0,546868.08,582532.53,0,1,0,0,0
24103.71,74283,50179.29,0,0,0,0,0,1,0
255610.14,64904,0,185181.53,440791.66,0,1,0,0,0
483.52,5861.96,5378.44,0,0,0,0,0,1,0
301231.49,32562,333793.49,0,0,0,0,0,0,0
9616.13,167781.29,158165.16,0,0,0,0,0,1,0
123865.17,32396,0,1328956.66,1452821.83,0,1,0,0,0
4480.6,7873,3392.4,0,0,0,0,0,1,0
179114.57,2807305.61,2986420.18,759290.69,580176.12,0,0,0,0,0
10151.69,11162,1010.31,0,0,0,0,0,1,0
1538.38,0,0,0,0,0,0,0,1,0
237199.93,534,0,0,237199.93,0,1,0,0,0
5597.65,0,0,185659.64,191257.29,0,0,1,0,0
1818.65,99772.14,97953.5,0,0,0,0,0,1,0
413.04,0,0,0,0,0,0,0,1,0
371850.9,818,0,160455.74,532306.64,0,1,0,0,0
531623.65,11431,0,486984.47,1018608.12,0,1,0,0,0
357526.81,0,0,783851.77,1141378.58,0,1,0,0,0
10084.32,130591,120506.68,0,0,0,0,0,1,0
10980.56,136590.18,125609.62,0,0,0,0,0,1,0
136302.38,20216,0,14977,151279.38,0,1,0,0,0
10232.87,8001,0,209792.33,220025.2,0,1,0,0,0
206013.33,51462,0,0,206013.33,0,1,0,0,0
163239.64,22233,0,0,163239.64,0,0,0,0,1
3114.66,99857,102971.66,0,0,0,0,0,0,0
3399.4,1896880.43,1900279.82,297567.8,294168.4,0,0,0,0,0
259269.65,0,0,261208.78,601683.04,0,1,0,0,0
82522.18,252191,334713.18,237741.25,246809.22,0,0,0,0,0
132291.68,122112,0,471466.04,896515.96,0,1,0,0,0
13324.94,198453.93,185128.99,0,0,0,0,0,1,0
4559.74,271696.52,267136.78,0,0,0,0,0,1,0
20392.01,1982,0,0,0,0,0,0,1,0
491333.27,0,0,1131349.43,1581001.17,0,0,0,0,1
290996.2,0,0,294376.04,1096933.98,0,1,0,0,0
243967.61,20453,0,2155760.44,2399728.06,0,1,0,0,0
6256.95,542999.16,536742.22,0,0,0,0,0,1,0
5903.98,260570,254666.02,0,0,0,0,0,1,0
122135.17,117324,0,3266352.51,3388487.68,0,1,0,0,0
649832.83,140,0,0,649832.83,0,0,0,0,1
486790.09,0,0,1177898.7,1664688.8,0,1,0,0,0
6232.75,0,0,0,0,0,0,0,1,0
353322.27,84819,438141.27,528167.68,174845.41,0,0,0,0,0
47648.46,6306667,6354315.46,675528.2,627879.74,0,0,0,0,0
1615.54,0,0,0,0,0,0,0,1,0
320922.76,22569,0,5681255.88,6002178.63,0,1,0,0,0
243423.74,17589,0,3771739.82,4015163.56,0,1,0,0,0
374132.69,0,0,980011.84,1354144.53,0,0,0,0,1
115852.79,0,0,222266.89,338119.68,0,1,0,0,0
45536.49,0,0,48819,0,0,1,0,0,0
455.34,30045,29589.66,0,0,0,0,0,1,0
353301.67,0,0,1143792.72,1497094.39,0,1,0,0,0
18867.41,0,0,0,0,0,0,0,1,0
228925.7,258453.09,487378.79,2191731.08,1962805.38,0,0,0,0,0
53537.82,5518404.97,5571942.79,1802020.69,1748482.87,0,0,0,0,0
5127.42,358883.31,353755.89,0,0,0,0,0,1,0
390724.41,0,0,520546,0,0,1,0,0,0
100270.69,14532,0,1109103.15,1388955.66,0,1,0,0,0
352457.85,227209,579666.85,19133.12,0,0,0,0,0,0
283803.07,12395,296198.07,409637.09,125834.02,0,0,0,0,0
20666.54,1252700.59,1273367.13,124200.68,103534.14,0,0,0,0,0
141862.2,0,0,914146.22,1056008.42,0,1,0,0,0
162535.25,0,0,361231.77,523767.02,0,0,0,0,1
24562.58,76861,52298.42,24893.64,49456.22,0,1,0,0,0
283490.48,24121,0,269236.87,966724.91,0,1,0,0,0
76726.54,58177,0,2293487.96,2370214.5,0,1,0,0,0
36352.05,0,0,68768.42,123440.73,0,1,0,0,0
221648.82,445,0,484933.04,706581.86,0,1,0,0,0
2240.68,0,0,0,0,0,0,0,1,0
221720.9,0,0,737891.66,1156458.1,0,1,0,0,0
191659.35,0,0,3736324.34,3927983.69,0,0,0,0,1
12563.8,0,0,0,0,0,0,0,1,0
6815.02,0,0,0,0,0,0,0,1,0
5878.77,0,0,0,0,0,0,0,1,0
9036.66,99029,89992.34,0,0,0,0,0,1,0
354369.64,204842,0,0,354369.64,0,0,0,0,1
118736.81,0,0,153257.8,271994.6,0,1,0,0,0
12263.7,0,0,0,0,0,0,0,1,0
847826.9,510730,0,499717.38,1371884.12,0,0,0,0,1
399634.18,210459.05,0,139642.92,1339973.03,0,1,0,0,0
10353.85,3748111.08,3758464.93,449856.5,439502.66,0,0,0,0,0
5611.94,0,0,185621.64,191233.58,0,1,0,0,0
240588.43,0,0,328057.92,568646.35,0,1,0,0,0
13422.34,0,0,19026.41,32448.75,0,1,0,0,0
88122.22,20872,0,0,88122.22,0,1,0,0,0
248047.96,160654.77,408702.73,583685.84,335637.88,0,0,0,0,0
155253.28,171697,326950.28,0,0,0,0,0,0,0
28932.84,206649,177716.16,0,0,0,0,0,1,0
228168.68,157260,0,0,262531.24,0,1,0,0,0
2006.59,64759.06,62752.47,0,0,0,0,0,1,0
235000.8,0,0,303677.26,51202.77,0,1,0,0,0
1730.62,0,0,0,0,0,0,0,1,0
14513.01,10179,0,0,0,0,0,0,1,0
13058.67,0,0,0,0,0,0,0,1,0
31560.66,3734,0,0,0,0,0,0,1,0
1707.73,99059,97351.27,0,0,0,0,0,1,0
117361.58,0,0,243004.27,360365.85,0,1,0,0,0
